회원번호,날짜,우유,소고기,열대과일,버터,뿌리채소,기타 채소,사과/배,롤빵,생크림/사워크림,닭고기,생수,다진고기,페이스트리,감귤류,가공치즈,식빵,스낵,과일/채소주스,요거트,응고유,계란,커피,돼지고기,프리미엄 초콜릿,디저트,아이스크림,베리류,보관용 빵류,통밀빵,기타 음료,반조리 빵,쇼핑백,발라먹는 치즈,초콜릿,신문,냉동채소,차,사탕
3935,2012-04-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3936,27-06-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,19-11-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,2002-10-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,16-08-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,18-05-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,2011-10-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
3938,23-04-2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,26-05-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
3939,2010-02-15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
3939,25-09-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,16-01-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,2009-03-15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,2010-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
3942,16-12-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,2001-01-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,2004-04-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,2010-11-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,13-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
3946,19-04-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,19-11-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,13-05-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,16-04-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,15-06-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,2001-04-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,2001-10-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3950,2005-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3950,2012-05-15,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3952,2004-11-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,27-07-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,30-10-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,13-05-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,19-05-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,2010-01-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3954,21-01-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,23-11-2015,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,28-08-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,15-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,20-05-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,2001-01-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3956,26-10-2014,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3957,15-02-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,15-05-2015,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3957,20-07-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,2003-10-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,29-07-2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,2004-03-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
3958,2004-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,27-10-2015,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
3959,2005-07-14,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,2005-10-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,2012-04-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3959,27-05-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,14-05-2014,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
3960,15-02-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,21-10-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3960,25-03-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,18-12-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,2005-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,23-06-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,24-12-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3962,13-12-2014,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3962,15-11-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,18-09-2015,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,20-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,28-05-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3963,17-09-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,21-02-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,21-09-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
3963,26-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,2011-03-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,30-12-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,19-06-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,2007-01-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,2007-04-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,2011-01-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,20-02-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,2007-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3967,2010-10-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,21-01-2015,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,23-11-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
3969,2005-03-15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,2005-09-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,17-06-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,30-12-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3972,14-08-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,2002-09-15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,2010-06-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,27-07-2015,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
3973,28-01-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,28-06-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,19-06-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,25-08-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,27-02-2015,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,13-03-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,20-09-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,2005-08-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,2005-10-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3977,16-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3977,2001-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3978,23-07-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,16-09-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
3980,16-09-2015,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,2009-04-15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3980,31-05-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3981,2002-10-15,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3982,25-07-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,28-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,29-09-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,20-07-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,2009-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3984,2002-09-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,20-01-2015,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,23-10-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3986,18-11-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3986,23-07-2015,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3986,25-07-2015,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
3987,17-06-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
3987,18-06-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,19-08-2015,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,18-10-2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,16-05-2014,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
3993,18-02-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,26-06-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3996,27-11-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3996,30-05-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,2009-06-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3997,2012-10-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3997,22-11-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,14-12-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,2008-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
3998,2010-09-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,23-01-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,28-03-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3999,15-11-2015,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
3999,19-04-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3999,19-05-2015,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
3999,2006-02-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,2011-06-14,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
4001,21-06-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,30-03-2015,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,2003-09-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,2008-07-14,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
4002,24-08-2014,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4002,30-04-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,21-11-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,23-12-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4004,19-04-2015,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
4004,2010-05-15,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,13-05-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,14-06-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,18-12-2015,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
4007,13-03-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,23-12-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4008,14-10-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,18-12-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,14-07-2015,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,2011-08-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4010,29-12-2015,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4012,16-05-2015,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
4012,2004-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
4013,18-03-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,21-07-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,15-11-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,2001-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,31-07-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,18-12-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,20-02-2015,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4015,2010-01-15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
4015,2010-11-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,27-03-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4016,21-04-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4016,23-07-2014,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
4017,13-08-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4017,2011-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,28-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,17-11-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4018,27-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,28-02-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4018,28-04-2015,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,2005-02-15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4019,2006-08-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4019,24-07-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,28-08-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,31-10-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,2011-04-15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4021,2009-09-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4021,31-10-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4022,24-04-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022,31-07-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,21-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
4024,15-10-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,16-10-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4024,2011-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
4024,30-03-2014,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
4025,2003-05-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,2004-11-15,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4025,2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,27-04-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,2012-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,29-06-2015,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,2008-07-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
4028,2012-06-14,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
4028,29-04-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,27-10-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,20-05-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
4030,2004-07-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,22-12-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
4030,29-05-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,14-01-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,18-10-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,18-07-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,2010-08-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033,25-02-2014,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034,13-11-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034,29-08-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4035,2003-08-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035,2012-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035,26-07-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4036,14-06-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,2003-08-14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4036,26-05-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,2005-05-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,2009-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,29-12-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4038,2006-11-15,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,2008-07-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4038,23-06-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4039,19-01-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,27-12-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,2003-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,2003-04-15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4041,16-10-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,2007-09-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,15-07-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,25-01-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,30-04-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4044,26-08-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
4045,2002-03-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,2011-02-14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4045,22-12-2015,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,30-07-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,26-11-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4046,31-03-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,2004-04-14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4048,2003-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
4048,2008-05-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,2012-04-14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
4049,2001-08-15,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,2006-07-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,2007-03-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,2009-03-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,18-12-2014,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,28-01-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,2006-05-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,25-03-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,16-06-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,20-10-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,2003-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,2010-05-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,2012-06-15,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4058,2007-02-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,30-12-2015,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
4059,2007-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,2001-10-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,2011-10-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,2011-12-15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
4062,27-11-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4063,14-07-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,17-09-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4064,2010-02-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
4065,13-01-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
4065,2005-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
4065,2007-07-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,2012-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
4066,2002-12-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
